n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,train_rmse,validation_rmse,train_mae,validation_mae
100,,5,10,sqrt,13.966042885243354,21.575830132943956,9.528717117969828,16.205454755911106
200,,5,10,sqrt,13.924552938982057,21.59206427830812,9.5037186650057,16.187675478776242
200,12.0,5,10,sqrt,16.027858689386516,21.89355758485123,11.123074441036055,16.399225686525998
100,12.0,5,10,sqrt,16.062528165729766,22.07003851775248,11.136712724687499,16.545600945817576
200,12.0,10,20,sqrt,17.007095547150424,22.140826958080527,11.65699063578666,16.543557043412562
100,12.0,10,20,sqrt,17.040925820619208,22.258779584960486,11.685871938963297,16.674810120005475
200,8.0,5,10,sqrt,19.28280512368569,22.78532191308649,13.344525340212885,16.947092792476646
100,8.0,5,10,sqrt,19.331756435543316,22.82273269404813,13.38165255946058,16.968643941720583
