model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,n_jobs,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
RandomForestRegressor,with_lag,True,total_rentals,37,21410,4705,4725,0.32152812499407446,0.0595053340002778,one_hot,False,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",-1,9.528717117969828,13.966042885243354,0.8617167886929682,6.965514084411495,0.8617167937166031,0.23863436085346235,16.205454755911106,21.575830132943956,0.6642760360930721,12.655250582142742,0.6655271537698451,0.3111110704737524,17.165365160035705,23.01523718440851,0.6556737955566567,13.38409932273548,0.6664306753700785,0.2951573849754749
