model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
GradientBoostingRegressor,without_lag,False,total_rentals,35,21410,4705,4725,5.586169916990912,0.03612008300842717,one_hot,False,"{'n_estimators': 300.0, 'learning_rate': 0.05, 'max_depth': 3.0, 'min_samples_leaf': 10.0, 'subsample': 0.8}",13.309036370956049,19.159102826834857,0.7397605991049084,9.873597400567895,0.7397607222022715,0.36516742122368295,19.073675505873723,24.699238949654195,0.5600387198202228,15.791108642612961,0.5781882469543445,0.34288878454778116,22.561873439962884,28.527182558222567,0.4709984698178764,19.206416598829364,0.5260462735142883,0.3503305828288177
