model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,intercept,coef_l2_norm,n_nonzero_coefficients,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
LinearRegression,with_lag,True,total_rentals,37,21410,4705,4725,0.009593791997758672,0.000708916995790787,one_hot,True,{},65.55193834656546,66.29581824168912,37,14.94394315125848,21.710653123342844,0.6658292056397328,10.788022492978644,0.6658292056397328,0.4067528726292855,18.28180170863832,24.026315289620964,0.583685384879421,14.595336133381522,0.6074081478928481,0.37069725527724134,19.038399158115418,24.968685913705656,0.5947429878780885,15.049371814212677,0.620208300669451,0.3397300504216236
