model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,n_jobs,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
KNNRegressor,without_lag,False,total_rentals,35,21410,4705,4725,0.0012146249937359244,0.5358153749839403,one_hot,True,"{'n_neighbors': 25, 'weights': 'distance', 'p': 2}",-1,3.943141398620809e-06,1.1671527206472127e-05,0.9999999999999034,0.0,0.9999999999999037,1.5219959637194542e-07,19.46668278525768,25.278480796963727,0.5391609703887185,15.83402223298232,0.5644719827471196,0.34188004671707867,21.613677439632607,27.861958469180593,0.49538233857038627,17.21899040900813,0.5485985909832023,0.3199852335588455
