start_station_id,time_idx,tempmax,humidity,precip,precipcover,cloudcover,windspeed,visibility,sealevelpressure,uvindex,sunset_minutes,month,weekday,year,snow,snowdepth,total_rentals
31258.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,100
31266.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,42
31281.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,34
31288.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,94
31289.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,52
31600.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,32
31603.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,68
31613.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,34
31623.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,25
31627.0,14.0,29.3,65.6,0.036,4.17,53.0,32.4,16.0,1015.9,8,1214,5,4,2020,0.0,0.0,38
31101.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,56
31125.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,55
31200.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,31
31201.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,64
31202.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,48
31203.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,62
31214.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,44
31229.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,66
31247.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,149
31248.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,124
31258.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,143
31266.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,59
31281.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,36
31288.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,156
31289.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,105
31600.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,45
31603.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,104
31613.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,37
31623.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,42
31627.0,15.0,28.2,56.8,0.0,0.0,55.3,20.3,16.0,1017.1,7,1215,5,5,2020,0.0,0.0,63
31101.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,44
31125.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,29
31200.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,35
31201.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,41
31202.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,27
31203.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,34
31214.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,13
31229.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,51
31247.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,132
31248.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,86
