model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,solver,alpha_grid,intercept,coef_l2_norm,n_nonzero_coefficients,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
RidgeRegression,without_lag,False,total_rentals,35,21410,4705,4725,0.0020281669858377427,0.0005970839993096888,one_hot,True,{'alpha': 1000.0},auto,"[0.001, 0.01, 0.1, 1.0, 5.0, 10.0, 50.0, 100.0, 500.0, 1000.0]",65.55193834656683,22.952207480091555,35,18.20461759362012,25.935197268221224,0.5231279977180966,13.51316599391679,0.5231279977180966,0.5507376576597905,23.57976922006681,30.950089839733554,0.30917007521130013,17.985765271770873,0.374706841801573,0.5432224155118646,26.913518529014855,34.86997665978178,0.20960810369095806,20.586168025731183,0.3413612613571092,0.5954941698359003
