model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,strategy,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
DummyRegressor,without_lag,False,total_rentals,35,21410,4705,4725,0.00024216598831117153,5.820899968966842e-05,one_hot,False,{},mean,28.391535766308074,37.55680532947059,0.0,23.551938346567027,0.0,1.0638718051524272,36.41862751472814,45.45745494052036,-0.490244568158283,31.551938346567027,0.0,0.586906938060169,37.69490944497577,48.017361941966215,-0.4987726462569104,31.448061653432973,0.0,0.6391352983401675
