model_name,target,best_n_neighbors,best_weights,best_p,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
KNNRegressor,total_rentals,25,distance,1,35,21787,4747,4755,0.00040049999370239675,2.8195645000087097,0.012805801624822142,0.5928499478993695,0.9997541821250645,0.0,0.9997541821250645,0.00483400854225964,21.130299868073916,28.114202361638814,0.42985897800344763,16.67218774697335,0.4641161296030134,0.34821940048662503,23.375325906135206,30.484073884587357,0.3995576788425874,19.08232260946862,0.46851003172354777,0.3463185320855359
