alpha,train_rmse,validation_rmse,train_mae,validation_mae
1.0,22.203473790796323,23.159839840719556,15.125529501856738,17.38802623335433
0.5,21.92430279162412,23.25438065287847,14.952848922949713,17.56413270482357
2.0,22.637900936640687,23.27412356604387,15.450528550786897,17.299234070812894
0.1,21.752874358427995,23.76089734511421,14.941009064331844,18.071826378751428
0.01,21.72951996050517,23.986801771855443,14.958530383982163,18.266891422920025
0.001,21.71084502450385,24.02064386590106,14.943841347647039,18.278743497605657
5.0,24.1814843660617,25.38540868839178,16.93736173369168,18.93864527377318
10.0,27.511185650280126,30.424121520125766,19.98965723172172,23.566657577756562
