model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,max_iter,tol,alpha_grid,intercept,coef_l2_norm,n_nonzero_coefficients,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
LassoRegression,with_lag,True,total_rentals,37,21410,4705,4725,0.012624124996364117,0.0006184169906191528,one_hot,True,{'alpha': 1.2},10000,0.0001,"[0.1, 0.3, 0.6, 0.8, 1.0, 1.2, 1.5, 2.0, 3.0]",65.55193834656703,20.220807417822407,11,15.19073580957677,22.294678049508704,0.6476087433873512,10.899284690080705,0.6476087433873512,0.40199817247199765,17.344840058682475,23.152364983985105,0.6134211994936566,13.456038810527645,0.6150135953007737,0.33856263850107593,17.77562759635636,23.85923638623661,0.629956955441658,13.804077321912558,0.6310022279197832,0.2905165731750061
