model_name,target,best_hidden_layer_sizes,best_activation,best_alpha,best_learning_rate_init,solver,max_iter,early_stopping,iterations_used,final_training_loss,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
NeuralNetworkRegressor,total_rentals,"(32, 16)",tanh,0.0001,0.0005,adam,500,False,500,241.9410161821717,17,21787,4747,4755,9.251537000003736,0.008342499990249053,15.763016533448152,21.952799350641186,0.6629427262191121,11.85409918866057,0.6629672826804117,0.4164516771639805,22.199551457911554,29.282564944375345,0.38148677912422524,17.617160049800503,0.3985492712637797,0.38261670673929926,23.6038988614794,31.53891890325149,0.3572843294869823,18.022831974413947,0.3848952229347359,0.36990808035388123
