model_name,target,best_alpha,max_iter,tol,n_features,n_non_zero_coefficients,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,intercept,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
LassoRegression,total_rentals,2.0,10000,0.0001,16,9,21787,4747,4755,0.006016083003487438,0.00035612500505521894,64.65965942993529,20.331871944751942,28.785324478981174,0.4204830451808267,15.652695729928666,0.4204830451808267,0.6851061973641204,24.035141820275946,31.125342806656487,0.3011901086907304,19.52079381614105,0.31028016368839606,0.510040913141131,26.20652467066911,33.486126121010784,0.275472121019554,21.474310563954646,0.3264544225183934,0.5600555825596749
