model_name,target,best_n_estimators,best_learning_rate,best_max_depth,best_min_samples_leaf,best_subsample,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
GradientBoostingRegressor,total_rentals,200,0.05,2,5,1.0,16,21787,4747,4755,2.3788015830214135,0.027635584003292024,18.26607366268231,25.882384006233924,0.5314753546581813,13.913878193934135,0.5314753546581813,0.5387585314360265,22.138400621775705,29.722961964297976,0.36274253977110693,17.357885335954187,0.38611758405088636,0.3802539166183328,23.991900356503027,32.440621282007115,0.3200083028037136,18.482732932644232,0.382771444311516,0.37764937340327626
