model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,solver,max_iter,early_stopping,validation_fraction,n_iter_no_change,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
NeuralNetworkRegressor,without_lag,False,total_rentals,35,21410,4705,4725,7.030964250006946,0.0031846670026425272,one_hot,True,"{'hidden_layer_sizes': [64], 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.001}",adam,400,True,0.1,20,12.206901799256235,17.89678292207425,0.7729232579326741,8.617054064977111,0.7729562394210989,0.2984804156932929,18.95645265668821,25.053450675661413,0.5473292682216147,14.887811334845935,0.56511459238639,0.30728188708870946,22.103271361185605,28.258864648663227,0.48090292215493535,18.10606375204993,0.5431479074222693,0.4070151077244473
