model_name,strategy,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
DummyRegressor,mean,total_rentals,17,21787,4747,4755,0.0007715000028838404,0.0004827919983654283,28.636894040710338,37.812731952275456,0.0,23.65965942993529,0.0,1.317959320084722,36.99863327159619,46.09959323500424,-0.5329392479010095,32.34034057006471,0.0,0.5848046627588195,38.140610770456746,48.55739254977917,-0.5234773424284487,31.65965942993529,1.1102230246251565e-16,0.6505909190771523
