model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
GradientBoostingRegressor,with_lag,True,total_rentals,37,21410,4705,4725,9.567205375002231,0.05967741700442275,one_hot,False,"{'n_estimators': 400.0, 'learning_rate': 0.03, 'max_depth': 3.0, 'min_samples_leaf': 10.0, 'subsample': 0.8}",12.461869330870135,17.97393855161059,0.7709611158837646,9.153197618691141,0.7709611636275515,0.3185201212012344,16.073564335869857,21.476270657206385,0.6673672158669182,12.577256194021501,0.667627322684764,0.2975299516989336,16.919278152082544,22.78297211191439,0.6625884673252032,13.144579089491693,0.6784232336700505,0.2529670353986311
