model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,n_jobs,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
RandomForestRegressor,without_lag,False,total_rentals,35,21410,4705,4725,0.4449495000008028,0.10535204099869588,one_hot,False,"{'n_estimators': 200, 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",-1,11.916352716624324,16.936111205746094,0.7966472231297785,8.965349359442882,0.7966475129915225,0.31423992385174837,19.491917745050515,25.597947898147744,0.5274392846717562,15.81965777791899,0.5629218105651235,0.34508207310776845,22.483105279863025,29.018640507267975,0.45261449842633417,18.45249645601561,0.5181876142014148,0.36010779268909876
