model_name,target,best_alpha,solver,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,intercept,coef_l2_norm,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
RidgeRegression,total_rentals,1000.0,auto,16,21787,4747,4755,0.0014190829824656248,0.00032312501571141183,64.6596594299346,20.693880812358916,20.051698767305624,28.254604259330687,0.44165536745833744,15.451548107662362,0.44165536745833733,0.6322465319491335,25.53084613912847,32.32463306679791,0.24630095624225778,21.37412117016882,0.31999155666675205,0.5464971195073409,28.645551851060038,35.86808211692589,0.16873098115286855,24.211437619752928,0.30897935801611565,0.5823906168777332
