model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
DecisionTreeRegressor,with_lag,True,total_rentals,37,21410,4705,4725,0.07835970798623748,0.0018780830141622573,one_hot,False,"{'max_depth': 8.0, 'min_samples_leaf': 10.0, 'min_samples_split': 20.0}",13.656046564049387,19.520638882175042,0.7298463941119375,9.956458635703925,0.7298463941119375,0.32801512712256614,18.393539868753507,24.599465095886124,0.5635860332546587,14.038461538461533,0.5643399820323972,0.3502190900014604,19.466709763113595,26.67575172655365,0.5374352872981776,14.629032258064512,0.5500494216825538,0.2823117481135546
