model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,n_jobs,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
KNNRegressor,with_lag,True,total_rentals,37,21410,4705,4725,0.001013417000649497,2.7365861250145826,one_hot,True,"{'n_neighbors': 25, 'weights': 'distance', 'p': 1}",-1,0.0,0.0,1.0,0.0,1.0,0.0,17.23697521092312,22.684008387449918,0.6289034540415275,13.605165366122549,0.649066393051221,0.2901615727518468,19.547600068708984,25.365010807058464,0.5817756942514585,15.690325989295204,0.6290886518700769,0.28240889740441355
