model_name,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,intercept,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
LinearRegression,total_rentals,17,21787,4747,4755,0.01783145800436614,0.002393750000919681,64.65965942993176,20.08104293018202,28.226446138011386,0.44276768894989293,15.488467916293828,0.44276768894989293,0.6240740153400046,26.139847380345493,32.93663244950575,0.21749135599671987,22.03068469025574,0.31295815420223305,0.5592466553613551,29.404084140518844,36.72266999068728,0.12864769619108718,25.143836256336982,0.29363070122702517,0.5984474986646119
