model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,solver,alpha_grid,intercept,coef_l2_norm,n_nonzero_coefficients,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
RidgeRegression,with_lag,True,total_rentals,37,21410,4705,4725,0.001571583008626476,0.0006260000227484852,one_hot,True,{'alpha': 1000.0},auto,"[0.001, 0.01, 0.1, 1.0, 5.0, 10.0, 50.0, 100.0, 500.0, 1000.0]",65.55193834656694,20.22969658698018,37,14.965256659362348,21.763107183935116,0.6642125071446604,10.738676909239963,0.6642125071446605,0.4114899112886835,18.12948910797895,23.813796704629794,0.591017620575182,14.560152416587513,0.6121766924495433,0.3726494036633451,18.995752764903063,24.919740965427863,0.596330243408981,14.988353908151396,0.6226789668817472,0.34462974469056296
