model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,intercept,coef_l2_norm,n_nonzero_coefficients,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
LinearRegression,without_lag,False,total_rentals,35,21410,4705,4725,0.01995445799548179,0.0009716250060591847,one_hot,True,{},65.5519383465659,46.35568407318687,35,18.264008334525762,25.896677473835954,0.5245434772427733,13.615928563033926,0.5245434772427733,0.5492492180832842,24.140458806800055,31.56373711173364,0.28150434052126894,18.565510398221846,0.36742117032302646,0.5556648627630951,27.66673682190554,35.74796216156461,0.16930471645348044,21.162441933013113,0.32479895093309585,0.6131123096630491
