model_name,target,best_max_depth,best_min_samples_leaf,best_min_samples_split,tree_depth,n_leaves,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
DecisionTreeRegressor,total_rentals,,10,20,33,1578,35,21787,4747,4755,0.10872887499863282,0.002932874980615452,11.051759238589636,16.080592359935803,0.8191460604576,8.0,0.8191460604576,0.29874088514761027,21.03927776039269,27.906623992421785,0.4382470541314115,16.538461538461533,0.4605575752555634,0.3558150421152,24.097103913677927,31.198754823452752,0.37107362716154657,19.823529411764703,0.43135216323791625,0.3495864437762533
