model_name,target,best_n_estimators,best_max_depth,best_min_samples_leaf,best_min_samples_split,best_max_features,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
RandomForestRegressor,total_rentals,100,12,10,20,sqrt,16,21787,4747,4755,0.21094470800017007,0.0749061249953229,17.210265710728528,24.47639559909621,0.5809953761526567,12.669519295054851,0.5809958045439292,0.43606542283701943,22.539662153652653,30.225397788606593,0.34101609532877986,17.779572231030357,0.3694482883077329,0.3845177044500564,24.091333820856768,32.47934487651972,0.31838395422547416,18.497334655322348,0.37887598829467617,0.39546959587884045
