model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
DecisionTreeRegressor,without_lag,False,total_rentals,35,21410,4705,4725,0.08723804101464339,0.002113833004841581,one_hot,False,"{'max_depth': None, 'min_samples_leaf': 10.0, 'min_samples_split': 20.0}",11.139975224301402,16.124709850497055,0.8156655399369586,8.093073593073594,0.8156655399369586,0.2794514982294154,20.511160419151505,27.20082843836552,0.4664052152205327,16.148148148148152,0.49200425811267623,0.3616535126342439,23.390684769214637,30.57555289584047,0.39230200463547993,18.727272727272727,0.4574578548434558,0.3325351381201941
