model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,solver,max_iter,early_stopping,validation_fraction,n_iter_no_change,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
NeuralNetworkRegressor,with_lag,True,total_rentals,37,21410,4705,4725,36.958852500189096,0.032572400057688355,one_hot,True,"{'hidden_layer_sizes': [100], 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.001}",adam,1000,True,0.1,20,10.734802485508881,15.437993040086745,0.8310320264769546,7.826930593123095,0.831166219498797,0.2585013519071642,17.91901511835868,23.997933056845802,0.5846683869836462,13.86029517802833,0.5853126030496565,0.28344243432853167,19.32282955527969,24.99146028641631,0.5940033667821626,15.734894608918637,0.5954951104340056,0.35475321523280595
