model_name,experiment,uses_lag_features,target,n_features,n_train,n_validation,n_test,fit_time_seconds,predict_time_seconds,station_id_encoding,scaling_used,best_params,max_iter,tol,alpha_grid,intercept,coef_l2_norm,n_nonzero_coefficients,train_mae,train_rmse,train_r2,train_median_ae,train_explained_variance,train_mape,validation_mae,validation_rmse,validation_r2,validation_median_ae,validation_explained_variance,validation_mape,test_mae,test_rmse,test_r2,test_median_ae,test_explained_variance,test_mape
LassoRegression,without_lag,False,total_rentals,35,21410,4705,4725,0.014910790981957689,0.0008735000155866146,one_hot,True,{'alpha': 1.0},10000,0.0001,"[0.001, 0.01, 0.1, 0.5, 1.0, 2.0, 5.0, 10.0]",65.55193834656703,22.196030492059496,26,18.311362295036517,26.40370735505175,0.5057433342253084,13.508497100183977,0.5057433342253084,0.5412305604684864,23.044866963621722,30.19951999255993,0.34227038950220223,18.053740718211657,0.378186069018851,0.5200228219738108,25.98503516870158,33.58064890519491,0.2669774522705274,20.48960446600603,0.3625603849780549,0.5651927006959797
